Sample	SRA_Run_Id	Name	Sample Title	Description	BioProject	BioProject Title	Source	Country	collection date	INSDC center name	BioSample	Mouse strain
ERR675641	ERR675641	Stool sample from mouse strain : C57/BL6	G1-5A		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	USA	2012	Beijing Genome Institute	SAMEA3134493	C57BL/6
ERR675642	ERR675642	Stool sample from mouse strain : C57/BL6	G1-6A		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	USA	2012	Beijing Genome Institute	SAMEA3134494	C57BL/6
ERR675643	ERR675643	Stool sample from mouse strain : C57/BL6	G1-7A		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	USA	2012	Beijing Genome Institute	SAMEA3134495	C57BL/6
ERR675644	ERR675644	Stool sample from mouse strain : C57/BL6	G1-8A		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	USA	2012	Beijing Genome Institute	SAMEA3134496	C57BL/6
ERR675645	ERR675645	Stool sample from mouse strain : C57/BL6	Group2-1A		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	USA	2012	Beijing Genome Institute	SAMEA3134497	C57BL/6
ERR675646	ERR675646	Stool sample from mouse strain : C57/BL6	Group2-2A		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	USA	2012	Beijing Genome Institute	SAMEA3134498	C57BL/6
ERR675647	ERR675647	Stool sample from mouse strain : C57/BL6	Group2-3A		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	USA	2012	Beijing Genome Institute	SAMEA3134499	C57BL/6
ERR675648	ERR675648	Stool sample from mouse strain : C57/BL6	Group2-4A		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	USA	2012	Beijing Genome Institute	SAMEA3134500	C57BL/6
ERR675649	ERR675649	Stool sample from mouse strain : C57/BL6	Group2-5A		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	USA	2012	Beijing Genome Institute	SAMEA3134501	C57BL/6
ERR675650	ERR675650	Stool sample from mouse strain : C57/BL6	Group2-6A		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	USA	2012	Beijing Genome Institute	SAMEA3134502	C57BL/6
ERR675651	ERR675651	Stool sample from mouse strain : C57/BL6	Group2-7A		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	USA	2012	Beijing Genome Institute	SAMEA3134503	C57BL/6
ERR675652	ERR675652	Stool sample from mouse strain : C57/BL6	Group2-8A		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	USA	2012	Beijing Genome Institute	SAMEA3134504	C57BL/6
ERR675653	ERR675653	Stool sample from mouse strain : C57/BL6	MC-0-1		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	China	2012	Beijing Genome Institute	SAMEA3134505	C57BL/6
ERR675654	ERR675654	Stool sample from mouse strain : C57/BL6	MC-0-3		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	China	2012	Beijing Genome Institute	SAMEA3134506	C57BL/6
ERR675655	ERR675655	Stool sample from mouse strain : C57/BL6	MC-6-1		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	China	2012	Beijing Genome Institute	SAMEA3134507	C57BL/6
ERR675656	ERR675656	Stool sample from mouse strain : C57/BL6	MC-6-2		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	China	2012	Beijing Genome Institute	SAMEA3134508	C57BL/6
ERR675657	ERR675657	Stool sample from mouse strain : C57/BL6	MC-6-3		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	China	2012	Beijing Genome Institute	SAMEA3134509	C57BL/6
ERR675658	ERR675658	Stool sample from mouse strain : C57/BL6	MC-6-4		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	China	2012	Beijing Genome Institute	SAMEA3134510	C57BL/6
ERR675659	ERR675659	Stool sample from mouse strain : C57/BL6	MC-6-5		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	China	2012	Beijing Genome Institute	SAMEA3134511	C57BL/6
ERR675660	ERR675660	Stool sample from mouse strain : C57/BL6	MH-0-3		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	China	2012	Beijing Genome Institute	SAMEA3134512	C57BL/6
ERR675661	ERR675661	Stool sample from mouse strain : C57/BL6	MH-0-4		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	China	2012	Beijing Genome Institute	SAMEA3134513	C57BL/6
ERR675662	ERR675662	Stool sample from mouse strain : C57/BL6	MH-0-5		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	China	2012	Beijing Genome Institute	SAMEA3134514	C57BL/6
ERR675663	ERR675663	Stool sample from mouse strain : C57/BL6	MH-6-1		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	China	2012	Beijing Genome Institute	SAMEA3134515	C57BL/6
ERR675664	ERR675664	Stool sample from mouse strain : C57/BL6	MH-6-2		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	China	2012	Beijing Genome Institute	SAMEA3134516	C57BL/6
ERR675665	ERR675665	Stool sample from mouse strain : C57/BL6	MH-6-3		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	China	2012	Beijing Genome Institute	SAMEA3134517	C57BL/6
ERR675666	ERR675666	Stool sample from mouse strain : C57/BL6	MH-6-4		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	China	2012	Beijing Genome Institute	SAMEA3134518	C57BL/6
ERR675667	ERR675667	Stool sample from mouse strain : C57/BL6	MH-6-5		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	China	2012	Beijing Genome Institute	SAMEA3134519	C57BL/6
ERR675668	ERR675668	Stool sample from mouse strain : C57Bl/6	S Fe1		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	Sweden	2012	Beijing Genome Institute	SAMEA3134520	C57BL/6
ERR675669	ERR675669	Stool sample from mouse strain : C57Bl/6	S Fe10		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	Sweden	2012	Beijing Genome Institute	SAMEA3134521	C57BL/6
ERR675670	ERR675670	Stool sample from mouse strain : Swiss web	S Fe11		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	Sweden	2012	Beijing Genome Institute	SAMEA3134522	C57BL/6
ERR675671	ERR675671	Stool sample from mouse strain : Swiss web	S Fe12		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	Sweden	2012	Beijing Genome Institute	SAMEA3134523	C57BL/6
ERR675672	ERR675672	Stool sample from mouse strain : Swiss web	S Fe13		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	Sweden	2012	Beijing Genome Institute	SAMEA3134524	C57BL/6
ERR675673	ERR675673	Stool sample from mouse strain : Swiss web	S Fe14		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	Sweden	2012	Beijing Genome Institute	SAMEA3134525	C57BL/6
ERR675674	ERR675674	Stool sample from mouse strain : Swiss web	S Fe15		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	Sweden	2012	Beijing Genome Institute	SAMEA3134526	C57BL/6
ERR675675	ERR675675	Stool sample from mouse strain : Swiss web	S Fe16		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	Sweden	2012	Beijing Genome Institute	SAMEA3134527	C57BL/6
ERR675676	ERR675676	Stool sample from mouse strain : Swiss web	S Fe17		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	Sweden	2012	Beijing Genome Institute	SAMEA3134528	C57BL/6
ERR675677	ERR675677	Stool sample from mouse strain : Swiss web	S Fe18		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	Sweden	2012	Beijing Genome Institute	SAMEA3134529	C57BL/6
ERR675678	ERR675678	Stool sample from mouse strain : Swiss web	S Fe19		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	Sweden	2012	Beijing Genome Institute	SAMEA3134530	C57BL/6
ERR675679	ERR675679	Stool sample from mouse strain : C57Bl/6	S Fe2		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	Sweden	2012	Beijing Genome Institute	SAMEA3134531	C57BL/6
ERR675680	ERR675680	Stool sample from mouse strain : Swiss web	S Fe20		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	Sweden	2012	Beijing Genome Institute	SAMEA3134532	C57BL/6
ERR675681	ERR675681	Stool sample from mouse strain : C57Bl/6	S Fe3		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	Sweden	2012	Beijing Genome Institute	SAMEA3134533	C57BL/6
ERR675682	ERR675682	Stool sample from mouse strain : C57Bl/6	S Fe4		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	Sweden	2012	Beijing Genome Institute	SAMEA3134534	C57BL/6
ERR675683	ERR675683	Stool sample from mouse strain : C57Bl/6	S Fe5		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	Sweden	2012	Beijing Genome Institute	SAMEA3134535	C57BL/6
ERR675684	ERR675684	Stool sample from mouse strain : C57Bl/6	S Fe6		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	Sweden	2012	Beijing Genome Institute	SAMEA3134536	C57BL/6
ERR675685	ERR675685	Stool sample from mouse strain : C57Bl/6	S Fe7		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	Sweden	2012	Beijing Genome Institute	SAMEA3134537	C57BL/6
ERR675686	ERR675686	Stool sample from mouse strain : C57Bl/6	S Fe8		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	Sweden	2012	Beijing Genome Institute	SAMEA3134538	C57BL/6
ERR675687	ERR675687	Stool sample from mouse strain : C57Bl/6	S Fe9		PRJEB7759	A Catalogue of the Mouse Gut Metagenome	Feces	Sweden	2012	Beijing Genome Institute	SAMEA3134539	C57BL/6
ERR899270	ERR899270				PRJEB9443	Integrated microbiome and host profiling in a mouse model of colitis suggests host immune activity drives changes in the gut micro-environment that influence both microbial community structure and gene expression					SAMEA3403109	C57BL/6
ERR899271	ERR899271				PRJEB9443	Integrated microbiome and host profiling in a mouse model of colitis suggests host immune activity drives changes in the gut micro-environment that influence both microbial community structure and gene expression					SAMEA3403119	C57BL/6
ERR899277	ERR899277				PRJEB9443	Integrated microbiome and host profiling in a mouse model of colitis suggests host immune activity drives changes in the gut micro-environment that influence both microbial community structure and gene expression					SAMEA3403104	C57BL/6
ERR899278	ERR899278				PRJEB9443	Integrated microbiome and host profiling in a mouse model of colitis suggests host immune activity drives changes in the gut micro-environment that influence both microbial community structure and gene expression					SAMEA3403100	C57BL/6
ERR899280	ERR899280				PRJEB9443	Integrated microbiome and host profiling in a mouse model of colitis suggests host immune activity drives changes in the gut micro-environment that influence both microbial community structure and gene expression					SAMEA3403113	C57BL/6
ERR899281	ERR899281				PRJEB9443	Integrated microbiome and host profiling in a mouse model of colitis suggests host immune activity drives changes in the gut micro-environment that influence both microbial community structure and gene expression					SAMEA3403105	C57BL/6
ERR899282	ERR899282				PRJEB9443	Integrated microbiome and host profiling in a mouse model of colitis suggests host immune activity drives changes in the gut micro-environment that influence both microbial community structure and gene expression					SAMEA3403102	C57BL/6
ERR899284	ERR899284				PRJEB9443	Integrated microbiome and host profiling in a mouse model of colitis suggests host immune activity drives changes in the gut micro-environment that influence both microbial community structure and gene expression					SAMEA3403114	C57BL/6
ERR899286	ERR899286				PRJEB9443	Integrated microbiome and host profiling in a mouse model of colitis suggests host immune activity drives changes in the gut micro-environment that influence both microbial community structure and gene expression					SAMEA3403101	C57BL/6
ERR899289	ERR899289				PRJEB9443	Integrated microbiome and host profiling in a mouse model of colitis suggests host immune activity drives changes in the gut micro-environment that influence both microbial community structure and gene expression					SAMEA3403093	C57BL/6
ERR899290	ERR899290				PRJEB9443	Integrated microbiome and host profiling in a mouse model of colitis suggests host immune activity drives changes in the gut micro-environment that influence both microbial community structure and gene expression					SAMEA3403121	C57BL/6
ERR899291	ERR899291				PRJEB9443	Integrated microbiome and host profiling in a mouse model of colitis suggests host immune activity drives changes in the gut micro-environment that influence both microbial community structure and gene expression					SAMEA3403117	C57BL/6
ERR899292	ERR899292				PRJEB9443	Integrated microbiome and host profiling in a mouse model of colitis suggests host immune activity drives changes in the gut micro-environment that influence both microbial community structure and gene expression					SAMEA3403097	C57BL/6
ERR899293	ERR899293				PRJEB9443	Integrated microbiome and host profiling in a mouse model of colitis suggests host immune activity drives changes in the gut micro-environment that influence both microbial community structure and gene expression					SAMEA3403116	C57BL/6
ERR899300	ERR899300				PRJEB9443	Integrated microbiome and host profiling in a mouse model of colitis suggests host immune activity drives changes in the gut micro-environment that influence both microbial community structure and gene expression					SAMEA3403108	C57BL/6
ERR899301	ERR899301				PRJEB9443	Integrated microbiome and host profiling in a mouse model of colitis suggests host immune activity drives changes in the gut micro-environment that influence both microbial community structure and gene expression					SAMEA3403107	C57BL/6
ERR982795	ERR982795	Stool sample from mouse strain : SV129	indo_10		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504088	C57BL/6
ERR982796	ERR982796	Stool sample from mouse strain : SV129	indo_1		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504079	C57BL/6
ERR982797	ERR982797	Stool sample from mouse strain : SV129	indo_11		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504089	C57BL/6
ERR982798	ERR982798	Stool sample from mouse strain : SV129	indo_12		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504090	C57BL/6
ERR982799	ERR982799	Stool sample from mouse strain : SV129	indo_13		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504091	C57BL/6
ERR982800	ERR982800	Stool sample from mouse strain : SV129	indo_14		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504092	C57BL/6
ERR982801	ERR982801	Stool sample from mouse strain : SV129	indo_15		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504093	C57BL/6
ERR982802	ERR982802	Stool sample from mouse strain : SV129	indo_16		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504094	C57BL/6
ERR982803	ERR982803	Stool sample from mouse strain : SV129	indo_17		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504095	C57BL/6
ERR982804	ERR982804	Stool sample from mouse strain : SV129	indo_18		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504096	C57BL/6
ERR982805	ERR982805	Stool sample from mouse strain : SV129	indo_19		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504097	C57BL/6
ERR982806	ERR982806	Stool sample from mouse strain : SV129	indo_20		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504098	C57BL/6
ERR982807	ERR982807	Stool sample from mouse strain : SV129	indo_2		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504080	C57BL/6
ERR982808	ERR982808	Stool sample from mouse strain : SV129	indo_21		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504099	C57BL/6
ERR982809	ERR982809	Stool sample from mouse strain : SV129	indo_22		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504100	C57BL/6
ERR982810	ERR982810	Stool sample from mouse strain : SV129	indo_23		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504101	C57BL/6
ERR982811	ERR982811	Stool sample from mouse strain : SV129	indo_24		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504102	C57BL/6
ERR982812	ERR982812	Stool sample from mouse strain : SV129	indo_25		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504103	C57BL/6
ERR982813	ERR982813	Stool sample from mouse strain : SV129	indo_26		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504104	C57BL/6
ERR982814	ERR982814	Stool sample from mouse strain : SV129	indo_27		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504105	C57BL/6
ERR982815	ERR982815	Stool sample from mouse strain : SV129	indo_28		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504106	C57BL/6
ERR982816	ERR982816	Stool sample from mouse strain : SV129	indo_29		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504107	C57BL/6
ERR982817	ERR982817	Stool sample from mouse strain : SV129	indo_30		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504108	C57BL/6
ERR982818	ERR982818	Stool sample from mouse strain : SV129	indo_3		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504081	C57BL/6
ERR982819	ERR982819	Stool sample from mouse strain : C57/BL6	indo_31		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504109	C57BL/6
ERR982820	ERR982820	Stool sample from mouse strain : C57/BL6	indo_32		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504110	C57BL/6
ERR982821	ERR982821	Stool sample from mouse strain : C57/BL6	indo_33		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504111	C57BL/6
ERR982822	ERR982822	Stool sample from mouse strain : C57/BL6	indo_34		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504112	C57BL/6
ERR982823	ERR982823	Stool sample from mouse strain : C57/BL6	indo_35		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504113	C57BL/6
ERR982824	ERR982824	Stool sample from mouse strain : C57/BL6	indo_36		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504114	C57BL/6
ERR982825	ERR982825	Stool sample from mouse strain : C57/BL6	indo_37		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504115	C57BL/6
ERR982826	ERR982826	Stool sample from mouse strain : C57/BL6	indo_38		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504116	C57BL/6
ERR982827	ERR982827	Stool sample from mouse strain : C57/BL6	indo_39		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504117	C57BL/6
ERR982828	ERR982828	Stool sample from mouse strain : C57/BL6	indo_40		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504118	C57BL/6
ERR982829	ERR982829	Stool sample from mouse strain : SV129	indo_4		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504082	C57BL/6
ERR982830	ERR982830	Stool sample from mouse strain : C57/BL6	indo_41		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504119	C57BL/6
ERR982831	ERR982831	Stool sample from mouse strain : C57/BL6	indo_42		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504120	C57BL/6
ERR982832	ERR982832	Stool sample from mouse strain : C57/BL6	indo_43		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504121	C57BL/6
ERR982833	ERR982833	Stool sample from mouse strain : C57/BL6	indo_45		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504122	C57BL/6
ERR982834	ERR982834	Stool sample from mouse strain : C57/BL6	indo_46		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504123	C57BL/6
ERR982835	ERR982835	Stool sample from mouse strain : C57/BL6	indo_47		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504124	C57BL/6
ERR982836	ERR982836	Stool sample from mouse strain : C57/BL6	indo_48		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504125	C57BL/6
ERR982837	ERR982837	Stool sample from mouse strain : C57/BL6	indo_49		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504126	C57BL/6
ERR982838	ERR982838	Stool sample from mouse strain : C57/BL6	indo_50		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504127	C57BL/6
ERR982839	ERR982839	Stool sample from mouse strain : SV129	indo_5		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504083	C57BL/6
ERR982840	ERR982840	Stool sample from mouse strain : C57/BL6	indo_51		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504128	C57BL/6
ERR982841	ERR982841	Stool sample from mouse strain : C57/BL6	indo_52		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504129	C57BL/6
ERR982842	ERR982842	Stool sample from mouse strain : C57/BL6	indo_53		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504130	C57BL/6
ERR982843	ERR982843	Stool sample from mouse strain : C57/BL6	indo_54		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504131	C57BL/6
ERR982844	ERR982844	Stool sample from mouse strain : C57/BL6	indo_55		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504132	C57BL/6
ERR982845	ERR982845	Stool sample from mouse strain : SV129	indo_6		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504084	C57BL/6
ERR982846	ERR982846	Stool sample from mouse strain : SV129	indo_7		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504085	C57BL/6
ERR982847	ERR982847	Stool sample from mouse strain : SV129	indo_8		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504086	C57BL/6
ERR982848	ERR982848	Stool sample from mouse strain : SV129	indo_9		PRJEB10308	High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice	Feces	Denmark	2011	BGI	SAMEA3504087	C57BL/6
ERR990521	ERR990521	miBC	CC	Metagenome of a wild type cecal content.	PRJEB10572	The mouse intestinal bacterial collection (miBC) represents a unique resource of cultivable bacteria isolates from mice that enables engineering of minimal gut consortia.	Cecum	Germany	2014-06-12	TUM	SAMEA3515984	laboratory + wild
ERR990522	ERR990522	miBC	IL	Metagenome of a wild type Ileum.	PRJEB10572	The mouse intestinal bacterial collection (miBC) represents a unique resource of cultivable bacteria isolates from mice that enables engineering of minimal gut consortia.	Ileum	Germany	2014-06-12	TUM	SAMEA3515985	laboratory + wild
ERR990523	ERR990523	miBC	FP	Metagenome of a wild type feces.	PRJEB10572	The mouse intestinal bacterial collection (miBC) represents a unique resource of cultivable bacteria isolates from mice that enables engineering of minimal gut consortia.	Feces	Germany	2014-06-12	TUM	SAMEA3515986	laboratory + wild
F25	ERR1989791	F_T6_AL_1	Male control mouse at RT and ad libitum food		PRJEB20796	Metagenomics of caloric restricted mice	Feces	Switzerland	2015-02-24	University of Geneva	SAMEA104091402	C57BL/6
F26	ERR1989792	F_T6_AL_2	Male control mouse at RT and ad libitum food		PRJEB20796	Metagenomics of caloric restricted mice	Feces	Switzerland	2015-02-24	University of Geneva	SAMEA104091403	C57BL/6
F27	ERR1989793	F_T6_AL_3	Male control mouse at RT and ad libitum food		PRJEB20796	Metagenomics of caloric restricted mice	Feces	Switzerland	2015-02-24	University of Geneva	SAMEA104091404	C57BL/6
F28	ERR1989794	F_T6_AL_4	Male control mouse at RT and ad libitum food		PRJEB20796	Metagenomics of caloric restricted mice	Feces	Switzerland	2015-02-24	University of Geneva	SAMEA104091405	C57BL/6
F29	ERR1989795	F_T6_AL_5	Male control mouse at RT and ad libitum food		PRJEB20796	Metagenomics of caloric restricted mice	Feces	Switzerland	2015-02-24	University of Geneva	SAMEA104091406	C57BL/6
F30	ERR1989796	F_T6_AL_6	Male control mouse at RT and ad libitum food		PRJEB20796	Metagenomics of caloric restricted mice	Feces	Switzerland	2015-02-24	University of Geneva	SAMEA104091407	C57BL/6
F31	ERR1989797	F_T6_AL_7	Male control mouse at RT and ad libitum food		PRJEB20796	Metagenomics of caloric restricted mice	Feces	Switzerland	2015-02-24	University of Geneva	SAMEA104091408	C57BL/6
F32	ERR1989798	F_T6_AL_8	Male control mouse at RT and ad libitum food		PRJEB20796	Metagenomics of caloric restricted mice	Feces	Switzerland	2015-02-24	University of Geneva	SAMEA104091409	C57BL/6
F33	ERR1989799	F_T6_CR_1	Caloric restricted male mouse		PRJEB20796	Metagenomics of caloric restricted mice	Feces	Switzerland	2015-02-24	University of Geneva	SAMEA104091410	C57BL/6
F34	ERR1989800	F_T6_CR_2	Caloric restricted male mouse		PRJEB20796	Metagenomics of caloric restricted mice	Feces	Switzerland	2015-02-24	University of Geneva	SAMEA104091411	C57BL/6
F35	ERR1989801	F_T6_CR_3	Caloric restricted male mouse		PRJEB20796	Metagenomics of caloric restricted mice	Feces	Switzerland	2015-02-24	University of Geneva	SAMEA104091412	C57BL/6
